dates,ngram_prep
2022.10.27,"[['유동성/NNG;위축/NNG', '한시적/VAX;완화/NNG', '금리/NNG;인상/NNG'], ['회사채/NNG;스프레드/NNG;상승/NNG'], ['고유동성/NNG;자산/NNG;확보/NNG'], ['금리/NNG;오르/VV'], ['ecb/NNG;금리/NNG;인상/NNG'], ['금융시장/NNG;불안/NNG', '수익성/NNG;악화/NNG'], ['유동성/NNG;위축/NNG', '수익성/NNG;악화/NNG'], ['인상/NNG;유예/NNG']]"
2022.10.12,"[['금리/NNG;상승/NNG'], ['재정/NNG;건전성/NNG;강화/NNG'], ['수출/NNG;증가/NNG;양호/NNG', '높/VA;수출/NNG;증가/NNG'], ['글로벌/NNG;수요/NNG;확대/NNG', '내수/NNG;회복/NNG', '생산/NNG;차질/NNG'], ['주택가격/NNG;하락/NNG', '하방/NNG;위험/NNG'], ['주택가격/NNG;하락/NNG'], ['주택가격/NNG;하락/NNG;위험/NNG'], ['이자수익/NNG;증가/NNG', '소비/NNG;제약/NNG', '소비/NNG;늘/VV'], ['설비/NNG;투자/NNG;부정적/VAX'], ['성장/NNG;하방/NNG;압력/NNG', '하방/NNG;압력/NNG;확대/NNG', '수요/NNG;물가/NNG;압력/NNG', '물가/NNG;압력/NNG;약화/NNG'], ['경기/NNG;하방/NNG;압력/NNG'], ['물가/NNG;하방/NNG;압력/NNG', '요금/NNG;인상/NNG;압력/NNG', '유가/NNG;하락/NNG'], ['전망/NNG;경로/NNG;하회/NNG', '금리/NNG;인상/NNG'], ['금리/NNG;인상/NNG', '둔화/NNG;효과/NNG'], ['전망/NNG;하회/NNG', '금리/NNG;인상/NNG'], ['하방/NNG;압력/NNG;크/VV', '금리/NNG;상승/NNG', '수지/NNG;감소/NNG'], ['금리/NNG;상승/NNG;자산/NNG;가격/NNG;하락/NNG', '가격/NNG;하락/NNG;환율/NNG;상승/NNG', '회복/NNG;긍정적/VAX'], ['소비/NNG;하방/NNG', '하방/NNG;압력/NNG'], ['소비/NNG;모멘텀/NNG'], ['글로벌/NNG;경기/NNG;부진/NNG', '거시/NNG;위험/NNG', '소비/NNG;하방/NNG', '하방/NNG;압력/NNG'], ['실적/NNG;예상/NNG;좋/VA', '고용/NNG;양호/NNG'], ['인플레이션/NNG;예상/NNG;낮/VA', '수요/NNG;압력/NNG;약화/NNG', '공급/NNG;차질/NNG'], ['하향/NNG;추세/NNG'], ['낮/VA;지지/NNG;않/VX', '인플레이션/NNG;쉽/VA', '물가/NNG;낙관/NNG'], ['경제/NNG;금리/NNG;인상/NNG', '금리/NNG;인상/NNG;가속/NNG', '민간/NNG;소비/NNG;회복/NNG', '경제/NNG;예상/NNG;양호/NNG', '경제/NNG;부진/NNG'], ['물가/NNG;상방/NNG;위험/NNG', '수요/NNG;물가/NNG;압력/NNG', '물가/NNG;압력/NNG;둔화/NNG', '물가/NNG;상승/NNG', '금리/NNG;인상/NNG', '경제/NNG;침체/NNG', '불확실성/NNG;높/VA'], ['금리/NNG;상승/NNG'], ['구매력/NNG;저하/NNG', '금리/NNG;상승/NNG'], ['물가/NNG;상승률/NNG;확대/NNG', '물가/NNG;우려/NNG'], ['상방/NNG;압력/NNG'], ['수입/NNG;물가/NNG;상승/NNG'], ['임금/NNG;상승률/NNG;높/VA'], ['임금/NNG;상승/NNG'], ['민간/NNG;소비/NNG;회복/NNG', '회복/NNG;모멘텀/NNG;강하/VA'], ['fed/NNG;통화/NNG;긴축/NNG'], ['기업/NNG;경기/NNG;둔화/NNG', '기업/NNG;이익/NNG;감소/NNG', '경기/NNG;부진/NNG', '부진/NNG;충격/NNG', '비용/NNG;줄/VV'], ['경제/NNG;활동/NNG;증가/NNG', '고용/NNG;증가/NNG'], ['물가/NNG;상승/NNG;압력/NNG'], ['민간/NNG;소비/NNG;둔화/NNG'], ['투자/NNG;약화/NNG'], ['위험/NNG;회피/NNG'], ['신용위험/NNG;유동성/NNG;위험/NNG', '유동성/NNG;위험/NNG;우려/NNG'], ['자금중개기능/NNG;약화/NNG'], ['주택담보대출/NNG;금리/NNG;상승/NNG', '금리/NNG;상승/NNG;취약/NNG'], ['나쁘/VA;지지/NNG;않/VX', '원화/NNG;절하/NNG'], ['자본/NNG;유출/NNG;압력/NNG'], ['외국인/NNG;채권투자/NNG;줄/VV'], ['통안채/NNG;발행/NNG;늘/VV'], ['원화/NNG;하락/NNG'], ['글로벌/NNG;유동성/NNG;축소/NNG'], ['신용스프레드/NNG;확대/NNG', '금리/NNG;인상/NNG'], ['단기/NNG;원화/NNG;약세/NNG'], ['투자/NNG;둔화/NNG'], ['글로벌/NNG;불확실성/NNG;확대/NNG', '하락/NNG;투자심리/NNG;위축/NNG', '투자수익률/NNG;하락/NNG'], ['자금/NNG;유입/NNG;축소/NNG'], ['가격/NNG;안정/NNG'], ['cp/NNG;시장/NNG;위축/NNG'], ['회사채/NNG;시장/NNG;부진/NNG'], ['가계/NNG;대출/NNG;급증/NNG', '부정적/VAX;충격/NNG'], ['pf/NNG;대출/NNG;우려/NNG'], ['주택가격/NNG;하락/NNG'], ['단기/NNG;완화/NNG'], ['불균형/NNG;완화/NNG'], ['신용위험/NNG;유동성/NNG;위험/NNG'], ['채권시장/NNG;경계/NNG'], ['신용스프레드/NNG;신용위험/NNG'], ['금리/NNG;상승/NNG', '부실/NNG;위험/NNG'], ['금리/NNG;상승/NNG'], ['금리/NNG;상승/NNG;가속/NNG'], ['대출/NNG;금리/NNG;상승/NNG', '금융시스템/NNG;취약/NNG', '주택시장/NNG;위험/NNG'], ['예기/NNG;못하/VX;충격/NNG'], ['유동성/NNG;축소/NNG'], ['유동성/NNG;축소/NNG'], ['변동성/NNG;높/VV'], ['금리/NNG;하락/NNG', '금리/NNG;상승/NNG'], ['국채선물/NNG;매도/NNG;늘/VV'], ['통화정책/NNG;긴축/NNG', '강달러/NNG;선호/NNG'], ['원달러/NNG;변동성/NNG;확대/NNG'], ['물가/NNG;상승/NNG;압력/NNG;높/VV', '긍정적/VAX;효과/NNG;제한적/VAX', '투자자금/NNG;유입/NNG;둔화/NNG', '원달러/NNG;상승/NNG', '둔화/NNG;압력/NNG', '변동성/NNG;높/VV'], ['국제/NNG;금융시장/NNG;안전자산/NNG;선호/NNG', '금융시장/NNG;안전자산/NNG;선호/NNG;높/VA', '신흥국/NNG;금융/NNG;불안/NNG'], ['원달러/NNG;상승/NNG', '경제/NNG;양호/NNG'], ['원달러/NNG;상승/NNG'], ['fed/NNG;금리/NNG;인상/NNG', '원달러/NNG;하락/NNG', '하락/NNG;추세/NNG'], ['원달러/NNG;상승/NNG', '금리/NNG;인상/NNG'], ['원달러/NNG;상승/NNG', '금리갭/NNG;우려/NNG'], ['경제/NNG;활동/NNG;제약/NNG', '유동성/NNG;축소/NNG', '금리/NNG;인상/NNG'], ['금리/NNG;인상/NNG'], ['세계/NNG;경제/NNG;성장/NNG', '불확실성/NNG;증대/NNG'], ['교역/NNG;증가/NNG'], ['글로벌/NNG;경기/NNG;둔화/NNG', '대외/NNG;여건/NNG;악화/NNG', '성장/NNG;약화/NNG'], ['수출/NNG;투자/NNG;부진/NNG', '경기/NNG;침체/NNG;우려/NNG', '내수/NNG;회복/NNG', '우려/NNG;증가/NNG'], ['물가/NNG;상승률/NNG;국제/NNG;유가/NNG;하락/NNG'], ['내수/NNG;둔화/NNG'], ['글로벌/NNG;위험/NNG', '무역/NNG;악화/NNG'], ['금리/NNG;역전폭/NNG;확대/NNG', '우려/NNG;높/VA'], ['금리/NNG;인상/NNG;경기/NNG;하락/NNG', '경기/NNG;하락/NNG;가속/NNG', '외환시장/NNG;안정/NNG'], ['금리/NNG;대출/NNG;금리/NNG;상승/NNG', '민간/NNG;신용/NNG;증가/NNG', '경기/NNG;위축/NNG'], ['금리/NNG;인상/NNG', '수요/NNG;압력/NNG'], ['물가/NNG;상승/NNG;압력/NNG;확대/NNG'], ['당분간/MAG;금리/NNG;인상/NNG'], ['인플레이션/NNG;하락/NNG'], ['경기/NNG;물가/NNG;금융안정/NNG'], ['불안정성/NNG;확대/NNG', '심리/NNG;안정/NNG'], ['통화/NNG;긴축/NNG;가속/NNG', '국제/NNG;유가/NNG;높/VA', '경기/NNG;회복/NNG'], ['경제/NNG;경기/NNG;둔화/NNG', '높/VA;상승/NNG'], ['물가/NNG;상방/NNG;위험/NNG', '원달러/NNG;상승/NNG', '가격/NNG;상승/NNG'], ['근원/NNG;물가/NNG;상승/NNG', '물가/NNG;상승/NNG;확대/NNG'], ['안전자산/NNG;선호/NNG;강화/NNG', '금리/NNG;급등/NNG'], ['외평채/NNG;cds/NNG;프리미엄/NNG;상승/NNG'], ['경상/NNG;수지/NNG;흑자/NNG'], ['대외/NNG;충격/NNG'], ['원화/NNG;절하/NNG;압력/NNG', '수요/NNG;증가/NNG'], ['담보/NNG;가격/NNG;하락/NNG', '금리/NNG;상승/NNG'], ['물가/NNG;상승/NNG;압력/NNG'], ['물가/NNG;억제/NNG'], ['양호/NNG;성장/NNG', '금리/NNG;인상/NNG'], ['물가/NNG;상승률/NNG;둔화/NNG', '통화정책/NNG;긴축/NNG', '금리/NNG;인상/NNG'], ['금리/NNG;인상/NNG', '예상/NNG;높/VA'], ['경제/NNG;성장/NNG;약화/NNG', '전망/NNG;낮/VA'], ['고용/NNG;여건/NNG;양호/NNG', '실물/NNG;경기/NNG;둔화/NNG', '고용자수/NNG;증가/NNG'], ['명목/NNG;임금/NNG;상승/NNG', '경제/NNG;성장/NNG;둔화/NNG', '임금/NNG;높/VA'], ['인플레이션/NNG;상승/NNG', '통화정책/NNG;긴축/NNG'], ['오름/NNG;꺾/VV;않/VX', '금리/NNG;인상/NNG'], ['과도/NNG;금리/NNG;인상/NNG', '물가/NNG;안정/NNG', '대외/NNG;위험/NNG', '하방/NNG;압력/NNG'], ['무역/NNG;적자/NNG;확대/NNG', '원달러/NNG;급등/NNG', '건전성/NNG;약화/NNG'], ['자본/NNG;유출/NNG;압력/NNG;크/VV'], ['통화정책/NNG;긴축/NNG', '원달러/NNG;상승/NNG'], ['물가/NNG;상승/NNG;압력/NNG;높/VV'], ['자본/NNG;유출/NNG;환율/NNG;상승/NNG', '경제/NNG;성장/NNG'], ['경기/NNG;둔화/NNG;불확실성/NNG', '글로벌/NNG;경기/NNG;둔화/NNG', '수출/NNG;증가/NNG;둔화/NNG', '불확실성/NNG;확대/NNG', '예상/NNG;양호/NNG'], ['임금/NNG;높/VA'], ['글로벌/NNG;성장/NNG;둔화/NNG', '경제/NNG;성장/NNG'], ['물가/NNG;소비자/NNG;물가/NNG;상승/NNG'], ['소비자/NNG;물가/NNG;높/VA;상승/NNG', '국제/NNG;유가/NNG;하락/NNG', '물가/NNG;오름/NNG;확대/NNG', '원달러/NNG;상승/NNG'], ['금리/NNG;인상/NNG;충격/NNG', '불균형/NNG;완화/NNG'], ['채권/NNG;금리/NNG;상승/NNG', '발행/NNG;여건/NNG;악화/NNG'], ['투자/NNG;축소/NNG'], ['자본/NNG;유출/NNG;압력/NNG', '원달러/NNG;상승/NNG', '금리/NNG;인상/NNG', '금리/NNG;상승/NNG'], ['주택가격/NNG;하락/NNG', '유동성/NNG;부담/NNG', '금리/NNG;상승/NNG'], ['금융안정/NNG;위협/NNG', '물가/NNG;불안/NNG', '통화/NNG;안정/NNG', '안정/NNG;회복/NNG'], ['물가/NNG;상승/NNG;압력/NNG;낮/VV'], ['물가/NNG;상승/NNG;압력/NNG', '강력/NNG;물가/NNG;안정/NNG', '인플레이션/NNG;확산/NNG', '금리/NNG;인상/NNG'], ['금리/NNG;인상/NNG;가속/NNG', '물가/NNG;안정/NNG'], ['국제/NNG;금융시장/NNG;변동성/NNG;확대/NNG', '거시/NNG;안정/NNG'], ['인플레이션/NNG;통화/NNG;긴축/NNG', '통화/NNG;긴축/NNG;가속/NNG', '경기/NNG;둔화/NNG'], ['물가/NNG;안정/NNG'], ['통화/NNG;긴축/NNG;강화/NNG'], ['경제/NNG;수출/NNG;둔화/NNG', '성장/NNG;약화/NNG'], ['물가/NNG;상승/NNG'], ['업황/NNG;둔화/NNG'], ['원자재/NNG;가격/NNG;급등/NNG', '주택가격/NNG;부진/NNG', '공급/NNG;차질/NNG', '경기/NNG;둔화/NNG'], ['고용/NNG;양호/NNG'], ['글로벌/NNG;경기/NNG;둔화/NNG;금리/NNG;인상/NNG'], ['물가/NNG;높/VA'], ['국제/NNG;유가/NNG;하향/NNG;안정/NNG', '물가/NNG;상승/NNG;압력/NNG', '원달러/NNG;상승/NNG', '공급/NNG;차질/NNG', '하방/NNG;경직/NNG'], ['금리/NNG;상승/NNG;영향/NNG;하락/NNG'], ['글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG', '경기/NNG;둔화/NNG;우려/NNG;위험/NNG', '회사채/NNG;신용스프레드/NNG;확대/NNG', '우려/NNG;위험/NNG;회피/NNG', '위험/NNG;회피/NNG;강화/NNG', '통화정책/NNG;긴축/NNG', '긴축/NNG;강화/NNG'], ['위험/NNG;회피/NNG;크/VV', '원달러/NNG;상승/NNG'], ['가계/NNG;대출/NNG;금리/NNG;상승/NNG'], ['은행/NNG;대출/NNG;높/VA', '대출/NNG;높/VA;증가/NNG'], ['글로벌/NNG;금융시장/NNG;불안/NNG', '금리갭/NNG;확대/NNG', '무역/NNG;적자/NNG'], ['원화/NNG;약세/NNG'], ['경기/NNG;하방/NNG;위험/NNG;증대/NNG', '물가/NNG;상승/NNG;주춤/NNG', '물가/NNG;안정/NNG'], ['내외/NNG;금리갭/NNG;확대/NNG', '물가/NNG;상승/NNG;압력/NNG', '원화/NNG;약세/NNG'], ['금리/NNG;인상/NNG'], ['이전/NNG;소득/NNG;증가/NNG', '소비/NNG;수요/NNG;증가/NNG', '수출/NNG;증가/NNG;둔화/NNG'], ['물가/NNG;상승/NNG;압력/NNG;줄/VV', '인플레이션/NNG;기대/NNG;확산/NNG'], ['가격/NNG;지정학/NNG;위험/NNG', '글로벌/NNG;교역/NNG;증가/NNG', '교역/NNG;증가/NNG;둔화/NNG', '통화정책/NNG;높/VA', '경기/NNG;둔화/NNG'], ['당분간/MAG;성장/NNG', '성장/NNG;둔화/NNG'], ['경제/NNG;글로벌/NNG;경기/NNG;둔화/NNG'], ['그럼에도/VA;불구/NNG;금리/NNG;인상/NNG', '외환시장/NNG;안정/NNG'], ['인플레이션/NNG;우려/NNG'], ['가격/NNG;오름/NNG;둔화/NNG', '감산/NNG;확대/NNG', '상방/NNG;위험/NNG'], ['하방/NNG;경직/NNG;높/VA'], ['물가/NNG;상승/NNG;압력/NNG;높/VV'], ['금리/NNG;역전폭/NNG;확대/NNG', '해외/NNG;투자/NNG;확대/NNG'], ['물가/NNG;압력/NNG'], ['변동성/NNG;높/VV'], ['금리/NNG;인상/NNG', '절하/NNG;낮/VA'], ['정책/NNG;불확실성/NNG', '외환시장/NNG;안정/NNG'], ['금리/NNG;인상/NNG', '경기/NNG;하락/NNG'], ['금리/NNG;인상/NNG'], ['구매력/NNG;저하/NNG', '금리/NNG;상승/NNG'], ['부정적/VAX;충격/NNG'], ['수지/NNG;무역/NNG;적자/NNG'], ['가격/NNG;일시적/VAX'], ['위험/NNG;경계/NNG;높/VA', '주택가격/NNG;하락/NNG', '시스템/NNG;위험/NNG', '금리/NNG;인상/NNG'], ['금융시스템/NNG;불안/NNG', '구조/NNG;낮/VA'], ['금리/NNG;인상/NNG'], ['대출/NNG;건전성/NNG;악화/NNG', '신용/NNG;유동성/NNG;위험/NNG', '주택가격/NNG;하락/NNG'], ['cds/NNG;상승/NNG'], ['위험/NNG;증대/NNG'], ['세계/NNG;경제/NNG;높/VA', '경기/NNG;둔화/NNG'], ['통화/NNG;절하/NNG'], ['지정학/NNG;위험/NNG'], ['경제/NNG;소비/NNG;회복/NNG', '수출/NNG;증가율/NNG;낮/VA', '낮/VA;성장/NNG;둔화/NNG'], ['고용자수/NNG;증가/NNG'], ['경제/NNG;글로벌/NNG;경기/NNG;둔화/NNG', '경기/NNG;둔화/NNG;금리/NNG;상승/NNG'], ['전망/NNG;하회/NNG'], ['가격/NNG;오름/NNG;둔화/NNG', '가격/NNG;상승/NNG;확대/NNG'], ['물가/NNG;환율/NNG;상승/NNG', '물가/NNG;상승/NNG;압력/NNG'], ['경기/NNG;둔화/NNG', '하방/NNG;압력/NNG', '상방/NNG;위험/NNG'], ['변동성/NNG;확대/NNG'], ['주택가격/NNG;하락/NNG', '하락/NNG;확대/NNG'], ['경기/NNG;둔화/NNG', '금리/NNG;인상/NNG'], ['지정학/NNG;위험/NNG', '금리/NNG;인상/NNG'], ['금리/NNG;상향/NNG'], ['고용/NNG;금리/NNG;인상/NNG', '금리/NNG;인상/NNG;가속/NNG', '성장/NNG;약화/NNG'], ['물가/NNG;오름/NNG;확대/NNG', '하방/NNG;위험/NNG;크/VV'], ['내수/NNG;회복/NNG;더디/VA', '수출/NNG;증가/NNG'], ['글로벌/NNG;경기/NNG;둔화/NNG', '수요/NNG;둔화/NNG;우려/NNG', '둔화/NNG;우려/NNG;크/VV', 'opec/NNG;감산/NNG', '지정학/NNG;위험/NNG'], ['실적/NNG;늘/VV;증가/NNG'], ['부진/NNG;경기/NNG;하락/NNG', '수요/NNG;부진/NNG', '하락/NNG;증가/NNG'], ['수지/NNG;적자/NNG;확대/NNG', '적자/NNG;확대/NNG;적자/NNG'], ['제조업/NNG;생산/NNG;늘/VV'], ['가격/NNG;오름/NNG;확대/NNG', '하방/NNG;경직/NNG'], ['하락/NNG;확대/NNG'], ['경기/NNG;성장/NNG;둔화/NNG'], ['글로벌/NNG;경기/NNG;둔화/NNG', '소비/NNG;회복/NNG', '수출/NNG;증가/NNG'], ['글로벌/NNG;통화/NNG;긴축/NNG'], ['변동성/NNG;확대/NNG;하방/NNG;위험/NNG', '통화/NNG;긴축/NNG;가속/NNG', '상방/NNG;위험/NNG'], ['상방/NNG;위험/NNG;증대/NNG'], ['경상/NNG;수지/NNG;흑자/NNG', '대외/NNG;불확실성/NNG;높/VA'], ['글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG', '경기/NNG;둔화/NNG;우려/NNG;위험/NNG', '우려/NNG;위험/NNG;회피/NNG', '위험/NNG;회피/NNG;강화/NNG', '통화정책/NNG;긴축/NNG', '긴축/NNG;강화/NNG'], ['변동성/NNG;확대/NNG'], ['소비자/NNG;물가/NNG;상승률/NNG;높/VA', 'fed/NNG;금리/NNG;인상/NNG'], ['통화/NNG;긴축/NNG;가속/NNG'], ['금리/NNG;견조/NNG', '금리/NNG;매파/NNG'], ['인플레이션/NNG;우려/NNG'], ['투자심리/NNG;위축/NNG;하락/NNG', '기업/NNG;실적/NNG;부진/NNG', '금리/NNG;상승/NNG'], ['fed/NNG;금리/NNG;인상/NNG;기대/NNG;강화/NNG', '기대/NNG;강화/NNG;강세/NNG'], ['경기/NNG;침체/NNG;우려/NNG;약세/NNG'], ['금리갭/NNG;확대/NNG'], ['국채/NNG;스프레드/NNG;확대/NNG', '글로벌/NNG;위험/NNG;회피/NNG', '위험/NNG;회피/NNG;강화/NNG', '통화/NNG;하락/NNG'], ['통화/NNG;긴축/NNG;강화/NNG', '금리/NNG;상승/NNG'], ['글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG', '통화정책/NNG;긴축/NNG', '투자심리/NNG;위축/NNG', '긴축/NNG;강화/NNG', '무역/NNG;적자/NNG'], ['fed/NNG;긴축/NNG;강화/NNG'], ['지정학/NNG;위험/NNG;증대/NNG', '통화/NNG;긴축/NNG;강화/NNG', '긴축/NNG;강화/NNG;우려/NNG', '업황/NNG;부진/NNG;우려/NNG'], ['통화/NNG;긴축/NNG', '기대/NNG;강화/NNG'], ['단기/NNG;금리/NNG;인상/NNG'], ['금리/NNG;변동성/NNG;확대/NNG', '투자/NNG;수요/NNG;위축/NNG'], ['금리/NNG;인상/NNG', '금리/NNG;상승/NNG'], ['금리/NNG;시장/NNG;금리/NNG;상승/NNG'], ['지표/NNG;금리/NNG;상승/NNG'], ['금리/NNG;상승/NNG'], ['글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG', '우려/NNG;원달러/NNG;상승/NNG', '통화/NNG;긴축/NNG;강화/NNG', '투자심리/NNG;위축/NNG'], ['주택/NNG;대출/NNG;증가/NNG', '대출/NNG;감소/NNG'], ['주택/NNG;거래/NNG;부진/NNG'], ['대출/NNG;금리/NNG;상승/NNG'], ['회사채/NNG;시장/NNG;위축/NNG'], ['금리/NNG;인상/NNG'], ['수신/NNG;금리/NNG;상승/NNG', '자금/NNG;유입/NNG;높/VA', '높/VA;증가/NNG'], ['민간/NNG;신용/NNG;증가/NNG;둔화/NNG']]"
2022.9.22,"[['금리/NNG;인상/NNG'], ['금리/NNG;인상/NNG;금융안정/NNG', '금융시스템/NNG;안정/NNG', '시스템/NNG;위험/NNG'], ['금리/NNG;인상/NNG'], ['시스템/NNG;위험/NNG'], ['금융시스템/NNG;충격/NNG'], ['대출/NNG;중단/NNG'], ['주택가격/NNG;많이/MAG;오르/VV', '가격/NNG;하방/NNG;압력/NNG', '하방/NNG;압력/NNG;높/VA'], ['잠재/NNG;위험/NNG', '대출/NNG;축소/NNG'], ['금융안정/NNG;위험/NNG', '금리/NNG;상승/NNG'], ['높/VA;인플레이션/NNG;압력/NNG;금리/NNG;인상/NNG', '가계/NNG;부채/NNG;질적/VAX;구조/NNG;개선/NNG', '높/VA;물가/NNG;상승/NNG;압력/NNG', '금융시장/NNG;변동성/NNG;확대/NNG', '외환시장/NNG;변동성/NNG;확대/NNG', '부채/NNG;상환능력/NNG;악화/NNG', '가계/NNG;신용/NNG;증가/NNG', '신용/NNG;증가/NNG;둔화/NNG', '민간/NNG;신용/NNG;증가/NNG', '신용/NNG;증가/NNG;억제/NNG', '자산/NNG;가격/NNG;안정/NNG', '잠재/NNG;부실/NNG;위험/NNG', '불확실성/NNG;금융안정/NNG', '대내외/NNG;불확실성/NNG', '금융안정/NNG;위험/NNG', '금융안정/NNG;저해/NNG', '불균형/NNG;위험/NNG', '위험/NNG;축소/NNG', '금리/NNG;상승/NNG', '대외/NNG;충격/NNG', '자본/NNG;확충/NNG']]"
2022.9.8,"[['경기/NNG;하방/NNG;위험/NNG;증대/NNG', '물가/NNG;상승/NNG;압력/NNG', '금리/NNG;인상/NNG'], ['단기/NNG;성장/NNG', '손실/NNG;위험/NNG', '금리/NNG;인상/NNG'], ['높/VA;대외/NNG;불확실성/NNG', '금리/NNG;인상/NNG;가속/NNG', '자본/NNG;유출/NNG;압력/NNG', '외환시장/NNG;안정/NNG'], ['금리/NNG;인상/NNG;속도/NNG;높/VV', '인플레이션/NNG;기대/NNG;안정/NNG'], ['금리/NNG;인상/NNG'], ['국제/NNG;금융시장/NNG;변동성/NNG;확대/NNG'], ['원달러/NNG;상승/NNG', '원화/NNG;약세/NNG', '과도/NNG;우려/NNG', '우려/NNG;완화/NNG'], ['무역/NNG;적자/NNG', '수지/NNG;흑자/NNG']]"
