index,hawkish,dovish,cnt,prob_hawkish,prob_dovish,polarity_score
ecb/NNG;경기/NNG;부양/NNG,12,32,44,0.00016761649346295676,0.00044697731590121804,0.375
투자심리/NNG;악화/NNG,68,45,113,0.0009498267962900883,0.0006285618504860878,1.511111111111111
달러원/NNG;연저점/NNG,5,16,21,6.984020560956531e-05,0.00022348865795060902,0.31249999999999994
공급/NNG;활성화/NNG,11,8,19,0.00015364845234104368,0.00011174432897530451,1.3749999999999998
fed/NNG;부담/NNG,7,10,17,9.777628785339144e-05,0.00013968041121913062,0.7000000000000001
주택/NNG;최대/NNG,9,12,21,0.00012571237009721757,0.00016761649346295676,0.75
외환시장/NNG;달러원/NNG;급등/NNG,10,7,17,0.00013968041121913062,9.777628785339144e-05,1.4285714285714286
코픽스/NNG;상승/NNG,25,10,35,0.0003492010280478266,0.00013968041121913062,2.5
지표/NNG;악화/NNG,13,9,22,0.00018158453458486982,0.00012571237009721757,1.4444444444444444
대출/NNG;금리/NNG;내리/VV,19,32,51,0.0002653927813163482,0.00044697731590121804,0.59375
악화/NNG;일로/NNG;걷/VV,12,6,18,0.00016761649346295676,8.380824673147838e-05,2.0
경기/NNG;회복/NNG;둔화/NNG,15,9,24,0.00020952061682869594,0.00012571237009721757,1.6666666666666665
금융위기/NNG;최저/NNG,17,26,43,0.00023745669907252208,0.00036316906916973964,0.6538461538461539
실적/NNG;경고/NNG,15,2,17,0.00020952061682869594,2.7936082243826127e-05,7.499999999999999
가계/NNG;부채/NNG;관리/NNG;강화/NNG,31,11,42,0.00043300927477930493,0.00015364845234104368,2.8181818181818183
금리/NNG;부담/NNG;줄/VV,17,8,25,0.00023745669907252208,0.00011174432897530451,2.125
유동성/NNG;흡수/NNG,37,23,60,0.0005168175215107834,0.00032126494580400047,1.608695652173913
경제/NNG;지표/NNG;긍정적/VAX,15,24,39,0.00020952061682869594,0.00033523298692591353,0.6249999999999999
물가/NNG;상승률/NNG;낮/VA,7,11,18,9.777628785339144e-05,0.00015364845234104368,0.6363636363636364
소득/NNG;낮/VA,16,12,28,0.00022348865795060902,0.00016761649346295676,1.3333333333333333
fed/NNG;금리/NNG;인하/NNG,213,452,665,0.0029751927589674824,0.006313554587104704,0.47123893805309736
대부업/NNG;고금리/NNG,17,27,44,0.00023745669907252208,0.0003771371102916527,0.6296296296296297
경기/NNG;침체/NNG;우려/NNG;크/VV,55,32,87,0.0007682422617052185,0.00044697731590121804,1.71875
소비자/NNG;물가/NNG;부진/NNG,8,25,33,0.00011174432897530451,0.0003492010280478266,0.32
인플레이션/NNG;오르/VV,16,6,22,0.00022348865795060902,8.380824673147838e-05,2.6666666666666665
신용등급/NNG;상승/NNG,13,21,34,0.00018158453458486982,0.0002933288635601743,0.6190476190476191
인상/NNG;금리/NNG;인상/NNG,13,3,16,0.00018158453458486982,4.190412336573919e-05,4.333333333333333
채권시장/NNG;국고채/NNG;금리/NNG;하락/NNG,12,7,19,0.00016761649346295676,9.777628785339144e-05,1.7142857142857144
경기/NNG;둔화/NNG;우려/NNG;금리/NNG;인하/NNG,11,7,18,0.00015364845234104368,9.777628785339144e-05,1.5714285714285714
fed/NNG;보유자산/NNG;축소/NNG,43,24,67,0.0006006257682422617,0.00033523298692591353,1.7916666666666665
국고채/NNG;일드커브/NNG;플래트닝/NNG,11,7,18,0.00015364845234104368,9.777628785339144e-05,1.5714285714285714
금리/NNG;인상/NNG;경기/NNG;회복/NNG,15,5,20,0.00020952061682869594,6.984020560956531e-05,3.0
은행/NNG;대출/NNG;금리/NNG;인상/NNG,14,5,19,0.00019555257570678288,6.984020560956531e-05,2.8000000000000003
자금/NNG;부담/NNG;덜/VV,10,7,17,0.00013968041121913062,9.777628785339144e-05,1.4285714285714286
주택담보대출/NNG;최저/NNG,38,19,57,0.0005307855626326964,0.0002653927813163482,2.0
역외/NNG;환율/NNG;하락/NNG,21,4,25,0.0002933288635601743,5.5872164487652255e-05,5.249999999999999
통화/NNG;약세/NNG,48,30,78,0.0006704659738518271,0.00041904123365739187,1.6
국제/NNG;금융시장/NNG;변동성/NNG;확대/NNG,9,19,28,0.00012571237009721757,0.0002653927813163482,0.4736842105263158
최대/NNG;확대/NNG,23,14,37,0.00032126494580400047,0.00019555257570678288,1.642857142857143
수출/NNG;부진/NNG,27,36,63,0.0003771371102916527,0.0005028494803888703,0.75
금리/NNG;상향/NNG,39,17,56,0.0005447536037546095,0.00023745669907252208,2.294117647058824
경기/NNG;하락/NNG;위험/NNG,6,10,16,8.380824673147838e-05,0.00013968041121913062,0.6000000000000001
물가/NNG;상승/NNG,261,151,412,0.0036456587328193095,0.0021091742094088723,1.7284768211920531
변동성/NNG;완화/NNG,28,17,45,0.00039110515141356576,0.00023745669907252208,1.6470588235294117
물가/NNG;시장/NNG;예상/NNG;웃돌/VV,12,4,16,0.00016761649346295676,5.5872164487652255e-05,3.0
채권/NNG;가격/NNG;급락/NNG,25,15,40,0.0003492010280478266,0.00020952061682869594,1.6666666666666667
하락/NNG;금리/NNG;인하/NNG,10,19,29,0.00013968041121913062,0.0002653927813163482,0.5263157894736842
fed/NNG;금리/NNG;인상/NNG;속도/NNG;늦/VV,22,9,31,0.00030729690468208736,0.00012571237009721757,2.444444444444444
매출/NNG;줄/VV,12,5,17,0.00016761649346295676,6.984020560956531e-05,2.4000000000000004
물가/NNG;상승/NNG;압력/NNG;완화/NNG,11,7,18,0.00015364845234104368,9.777628785339144e-05,1.5714285714285714
외환시장/NNG;변동성/NNG;확대/NNG,23,12,35,0.00032126494580400047,0.00016761649346295676,1.9166666666666667
자금/NNG;지원/NNG;확대/NNG,21,12,33,0.0002933288635601743,0.00016761649346295676,1.7499999999999998
발행/NNG;금리/NNG;낮/VA,12,8,20,0.00016761649346295676,0.00011174432897530451,1.5
장기물/NNG;약세/NNG,10,16,26,0.00013968041121913062,0.00022348865795060902,0.6249999999999999
투자심리/NNG;지지/NNG,12,24,36,0.00016761649346295676,0.00033523298692591353,0.5
매파/NNG;금리/NNG;인상/NNG,13,6,19,0.00018158453458486982,8.380824673147838e-05,2.1666666666666665
대출/NNG;문턱/NNG;높/VV,6,10,16,8.380824673147838e-05,0.00013968041121913062,0.6000000000000001
원리금/NNG;상환/NNG;부담/NNG,16,10,26,0.00022348865795060902,0.00013968041121913062,1.6
경기/NNG;호전/NNG,24,17,41,0.00033523298692591353,0.00023745669907252208,1.411764705882353
요금/NNG;인상/NNG,8,17,25,0.00011174432897530451,0.00023745669907252208,0.47058823529411764
둔화/NNG;우려/NNG,12,20,32,0.00016761649346295676,0.00027936082243826125,0.6000000000000001
실물/NNG;경제/NNG;침체/NNG,1,25,26,1.3968041121913064e-05,0.0003492010280478266,0.04
흥행/NNG;성공/NNG,56,37,93,0.0007822103028271315,0.0005168175215107834,1.5135135135135134
금리/NNG;인하/NNG;기대/NNG;크/VV,16,29,45,0.00022348865795060902,0.0004050731925354788,0.5517241379310345
경기/NNG;악화/NNG,24,32,56,0.00033523298692591353,0.00044697731590121804,0.75
통화/NNG;급락/NNG,8,14,22,0.00011174432897530451,0.00019555257570678288,0.5714285714285715
경제/NNG;전망/NNG;하향/NNG,12,19,31,0.00016761649346295676,0.0002653927813163482,0.6315789473684211
채권/NNG;약세/NNG,28,49,77,0.00039110515141356576,0.0006844340149737401,0.5714285714285714
국채/NNG;수익률/NNG;내리/VV,11,8,19,0.00015364845234104368,0.00011174432897530451,1.3749999999999998
지준율/NNG;인상/NNG,39,12,51,0.0005447536037546095,0.00016761649346295676,3.25
호주달러/NNG;상승/NNG,5,13,18,6.984020560956531e-05,0.00018158453458486982,0.3846153846153846
경기/NNG;좋/VA,10,14,24,0.00013968041121913062,0.00019555257570678288,0.7142857142857143
가격/NNG;회복/NNG,16,7,23,0.00022348865795060902,9.777628785339144e-05,2.285714285714286
가격/NNG;fed/NNG;금리/NNG;인하/NNG,5,17,22,6.984020560956531e-05,0.00023745669907252208,0.2941176470588235
주택시장/NNG;안정/NNG,40,16,56,0.0005587216448765225,0.00022348865795060902,2.4999999999999996
순이자마진/NNG;하락/NNG,7,20,27,9.777628785339144e-05,0.00027936082243826125,0.35000000000000003
경제/NNG;연착륙/NNG,18,11,29,0.00025142474019443513,0.00015364845234104368,1.6363636363636365
쉽/VA;않/VX;우려/NNG,10,6,16,0.00013968041121913062,8.380824673147838e-05,1.6666666666666665
성장/NNG;가능성/NNG;높/VA,17,26,43,0.00023745669907252208,0.00036316906916973964,0.6538461538461539
선제/NNG;자본/NNG;확충/NNG,18,4,22,0.00025142474019443513,5.5872164487652255e-05,4.5
부작용/NNG;우려/NNG,15,29,44,0.00020952061682869594,0.0004050731925354788,0.5172413793103449
부실/NNG;우려/NNG,34,18,52,0.00047491339814504415,0.00025142474019443513,1.8888888888888888
지표/NNG;부진/NNG,37,49,86,0.0005168175215107834,0.0006844340149737401,0.7551020408163266
글로벌/NNG;위험/NNG;선호/NNG,53,31,84,0.0007403061794613923,0.00043300927477930493,1.7096774193548387
코리아디스카운트/NNG;해소/NNG,6,14,20,8.380824673147838e-05,0.00019555257570678288,0.4285714285714286
국채선물/NNG;혼조/NNG,12,23,35,0.00016761649346295676,0.00032126494580400047,0.5217391304347826
고용/NNG;지표/NNG;경계/NNG,13,18,31,0.00018158453458486982,0.00025142474019443513,0.7222222222222222
자본/NNG;유출/NNG;우려/NNG,32,17,49,0.00044697731590121804,0.00023745669907252208,1.8823529411764706
fed/NNG;예상/NNG;매파/NNG,11,5,16,0.00015364845234104368,6.984020560956531e-05,2.1999999999999997
가격/NNG;낮/VA,13,7,20,0.00018158453458486982,9.777628785339144e-05,1.8571428571428572
달러원/NNG;연고점/NNG,21,10,31,0.0002933288635601743,0.00013968041121913062,2.1
대출/NNG;금리/NNG;최대/NNG;인하/NNG,8,13,21,0.00011174432897530451,0.00018158453458486982,0.6153846153846154
중소기업/NNG;자금난/NNG;덜/VV,9,12,21,0.00012571237009721757,0.00016761649346295676,0.75
소폭/MAG;상승/NNG;채권/NNG;가격/NNG;하락/NNG,15,25,40,0.00020952061682869594,0.0003492010280478266,0.6
수입/NNG;증가/NNG,15,10,25,0.00020952061682869594,0.00013968041121913062,1.5
국채/NNG;금리/NNG;높/VA,9,12,21,0.00012571237009721757,0.00016761649346295676,0.75
지수/NNG;압박/NNG,6,10,16,8.380824673147838e-05,0.00013968041121913062,0.6000000000000001
금리/NNG;우려/NNG,16,8,24,0.00022348865795060902,0.00011174432897530451,2.0
irs/NNG;금리/NNG;급등/NNG,13,6,19,0.00018158453458486982,8.380824673147838e-05,2.1666666666666665
가격/NNG;인상/NNG,44,25,69,0.0006145938093641747,0.0003492010280478266,1.7599999999999998
경제/NNG;지표/NNG;호조/NNG;금리/NNG;인상/NNG,8,12,20,0.00011174432897530451,0.00016761649346295676,0.6666666666666666
글로벌/NNG;경기/NNG;개선/NNG,8,17,25,0.00011174432897530451,0.00023745669907252208,0.47058823529411764
호조/NNG;상승/NNG,17,11,28,0.00023745669907252208,0.00015364845234104368,1.5454545454545456
금리/NNG;인상/NNG;악재/NNG,14,6,20,0.00019555257570678288,8.380824673147838e-05,2.333333333333333
경제/NNG;경기/NNG;침체/NNG,16,4,20,0.00022348865795060902,5.5872164487652255e-05,4.0
국채선물/NNG;금리/NNG;인하/NNG,6,17,23,8.380824673147838e-05,0.00023745669907252208,0.35294117647058826
수익/NNG;늘/VV,6,15,21,8.380824673147838e-05,0.00020952061682869594,0.4
지수/NNG;최저/NNG,18,8,26,0.00025142474019443513,0.00011174432897530451,2.25
국제/NNG;유가/NNG;공급/NNG;과잉/NNG;우려/NNG,11,8,19,0.00015364845234104368,0.00011174432897530451,1.3749999999999998
소매/NNG;판매/NNG;부진/NNG,6,11,17,8.380824673147838e-05,0.00015364845234104368,0.5454545454545455
하락/NNG;확대/NNG,20,13,33,0.00027936082243826125,0.00018158453458486982,1.5384615384615383
긴축/NNG;경계/NNG,46,5,51,0.0006425298916080009,6.984020560956531e-05,9.200000000000001
전망/NNG;불투명/NNG,34,13,47,0.00047491339814504415,0.00018158453458486982,2.6153846153846154
물가/NNG;상승/NNG;금리/NNG;인상/NNG,35,5,40,0.0004888814392669572,6.984020560956531e-05,7.0
국고채/NNG;금리/NNG;강세/NNG,11,17,28,0.00015364845234104368,0.00023745669907252208,0.6470588235294117
금리/NNG;인하/NNG;불확실성/NNG,2,15,17,2.7936082243826127e-05,0.00020952061682869594,0.13333333333333336
원금손실/NNG;위험/NNG,13,7,20,0.00018158453458486982,9.777628785339144e-05,1.8571428571428572
유동성/NNG;악화/NNG,17,6,23,0.00023745669907252208,8.380824673147838e-05,2.833333333333333
완화정책/NNG;효과/NNG,7,12,19,9.777628785339144e-05,0.00016761649346295676,0.5833333333333333
대출/NNG;금리/NNG;오르/VV,54,33,87,0.0007542742205833054,0.0004609453570231311,1.6363636363636362
주택가격/NNG;지수/NNG;상승/NNG,14,10,24,0.00019555257570678288,0.00013968041121913062,1.4000000000000001
하락/NNG;오가/VV,12,5,17,0.00016761649346295676,6.984020560956531e-05,2.4000000000000004
예상/NNG;매파/NNG,13,18,31,0.00018158453458486982,0.00025142474019443513,0.7222222222222222
gdp/NNG;성장률/NNG;부진/NNG,15,5,20,0.00020952061682869594,6.984020560956531e-05,3.0
글로벌/NNG;성장/NNG;둔화/NNG;우려/NNG,7,10,17,9.777628785339144e-05,0.00013968041121913062,0.7000000000000001
유동성/NNG;위축/NNG,14,8,22,0.00019555257570678288,0.00011174432897530451,1.7499999999999998
ecb/NNG;금리/NNG;인하/NNG,54,79,133,0.0007542742205833054,0.001103475248631132,0.6835443037974683
국채선물/NNG;채권/NNG;금리/NNG;하락/NNG;강세/NNG,9,16,25,0.00012571237009721757,0.00022348865795060902,0.5625
대출/NNG;금리/NNG;인상/NNG,69,48,117,0.0009637948374120013,0.0006704659738518271,1.4374999999999998
대출/NNG;금리/NNG;급등/NNG,16,9,25,0.00022348865795060902,0.00012571237009721757,1.777777777777778
기업/NNG;실적/NNG;우려/NNG,13,17,30,0.00018158453458486982,0.00023745669907252208,0.7647058823529411
부동산/NNG;불안/NNG,13,17,30,0.00018158453458486982,0.00023745669907252208,0.7647058823529411
한미/NNG;금리갭/NNG;확대/NNG,12,4,16,0.00016761649346295676,5.5872164487652255e-05,3.0
유로존/NNG;우려/NNG,8,23,31,0.00011174432897530451,0.00032126494580400047,0.34782608695652173
실적/NNG;회복/NNG,19,13,32,0.0002653927813163482,0.00018158453458486982,1.4615384615384615
경제/NNG;하방/NNG;압력/NNG,8,13,21,0.00011174432897530451,0.00018158453458486982,0.6153846153846154
예대마진/NNG;확대/NNG,22,4,26,0.00030729690468208736,5.5872164487652255e-05,5.499999999999999
부채/NNG;위험/NNG,19,11,30,0.0002653927813163482,0.00015364845234104368,1.7272727272727273
고용/NNG;촉진/NNG,12,4,16,0.00016761649346295676,5.5872164487652255e-05,3.0
무역/NNG;흑자/NNG,37,28,65,0.0005168175215107834,0.00039110515141356576,1.3214285714285716
금리/NNG;인상/NNG;서둘/VV;않/VX,9,15,24,0.00012571237009721757,0.00020952061682869594,0.6
수요예측/NNG;실패/NNG,15,6,21,0.00020952061682869594,8.380824673147838e-05,2.4999999999999996
금리/NNG;뛰/VV,11,19,30,0.00015364845234104368,0.0002653927813163482,0.5789473684210525
대출/NNG;고금리/NNG,11,15,26,0.00015364845234104368,0.00020952061682869594,0.7333333333333333
가격/NNG;상승/NNG,198,145,343,0.0027656721421387863,0.0020253659626773943,1.3655172413793102
fed/NNG;경기/NNG;부양/NNG,37,25,62,0.0005168175215107834,0.0003492010280478266,1.48
ecb/NNG;금리/NNG;인상/NNG,100,15,115,0.0013968041121913063,0.00020952061682869594,6.666666666666667
금리/NNG;인상/NNG;최대/NNG,27,9,36,0.0003771371102916527,0.00012571237009721757,3.0
주택담보대출/NNG;금리/NNG;상승/NNG,42,18,60,0.0005866577271203486,0.00025142474019443513,2.333333333333333
콜/NNG;금리/NNG;낮/VA,5,33,38,6.984020560956531e-05,0.0004609453570231311,0.1515151515151515
부동산/NNG;금리/NNG;인상/NNG,16,8,24,0.00022348865795060902,0.00011174432897530451,2.0
금리/NNG;인상/NNG;중단/NNG,19,14,33,0.0002653927813163482,0.00019555257570678288,1.3571428571428572
경기/NNG;성장/NNG,13,9,22,0.00018158453458486982,0.00012571237009721757,1.4444444444444444
성장/NNG;견인/NNG,6,11,17,8.380824673147838e-05,0.00015364845234104368,0.5454545454545455
대출/NNG;부담/NNG,17,7,24,0.00023745669907252208,9.777628785339144e-05,2.428571428571429
금리/NNG;인상/NNG;경계/NNG,26,45,71,0.00036316906916973964,0.0006285618504860878,0.5777777777777778
채권시장/NNG;금리/NNG;인하/NNG,23,50,73,0.00032126494580400047,0.0006984020560956532,0.46
물가/NNG;경계/NNG,13,4,17,0.00018158453458486982,5.5872164487652255e-05,3.25
국제/NNG;유가/NNG;약세/NNG,18,24,42,0.00025142474019443513,0.00033523298692591353,0.75
수익성/NNG;높/VA,8,14,22,0.00011174432897530451,0.00019555257570678288,0.5714285714285715
국채/NNG;수익률/NNG;하락/NNG,40,19,59,0.0005587216448765225,0.0002653927813163482,2.1052631578947367
대외/NNG;불확실성/NNG,70,52,122,0.0009777628785339143,0.0007263381383394793,1.346153846153846
금리/NNG;인상/NNG;집값/NNG;하락/NNG,22,7,29,0.00030729690468208736,9.777628785339144e-05,3.142857142857143
경기/NNG;침체/NNG;우려/NNG,265,116,381,0.0037015308973069616,0.0016202927701419153,2.2844827586206895
crs/NNG;금리/NNG;상승/NNG,6,14,20,8.380824673147838e-05,0.00019555257570678288,0.4285714285714286
세계/NNG;경기/NNG;회복/NNG,21,13,34,0.0002933288635601743,0.00018158453458486982,1.6153846153846152
글로벌/NNG;경기/NNG;우려/NNG,13,25,38,0.00018158453458486982,0.0003492010280478266,0.52
산업/NNG;활성화/NNG,18,13,31,0.00025142474019443513,0.00018158453458486982,1.3846153846153846
채권시장/NNG;국채선물/NNG;하락/NNG,12,19,31,0.00016761649346295676,0.0002653927813163482,0.6315789473684211
경제/NNG;녹록/NNG;않/VX,13,4,17,0.00018158453458486982,5.5872164487652255e-05,3.25
어닝쇼크/NNG;하락/NNG,12,9,21,0.00016761649346295676,0.00012571237009721757,1.3333333333333335
지수/NNG;고점/NNG,11,15,26,0.00015364845234104368,0.00020952061682869594,0.7333333333333333
신흥국/NNG;통화/NNG;약세/NNG,11,15,26,0.00015364845234104368,0.00020952061682869594,0.7333333333333333
주택담보대출/NNG;급증/NNG,6,14,20,8.380824673147838e-05,0.00019555257570678288,0.4285714285714286
경제/NNG;지표/NNG;양호/NNG,14,21,35,0.00019555257570678288,0.0002933288635601743,0.6666666666666667
지급여력비율/NNG;하락/NNG,10,14,24,0.00013968041121913062,0.00019555257570678288,0.7142857142857143
우려/NNG;위험/NNG;회피/NNG,15,9,24,0.00020952061682869594,0.00012571237009721757,1.6666666666666665
수익/NNG;줄/VV,9,12,21,0.00012571237009721757,0.00016761649346295676,0.75
인플레이션/NNG;충격/NNG,18,13,31,0.00025142474019443513,0.00018158453458486982,1.3846153846153846
민간/NNG;고용/NNG;부진/NNG,20,3,23,0.00027936082243826125,4.190412336573919e-05,6.666666666666666
역외/NNG;환율/NNG;상승/NNG,16,3,19,0.00022348865795060902,4.190412336573919e-05,5.333333333333333
불안/NNG;완화/NNG,15,30,45,0.00020952061682869594,0.00041904123365739187,0.5
기대/NNG;위험자산/NNG;선호/NNG,10,14,24,0.00013968041121913062,0.00019555257570678288,0.7142857142857143
수출/NNG;투자/NNG;부진/NNG,7,15,22,9.777628785339144e-05,0.00020952061682869594,0.4666666666666667
자산/NNG;성장/NNG,6,13,19,8.380824673147838e-05,0.00018158453458486982,0.46153846153846156
실적/NNG;전망/NNG;상향/NNG,5,14,19,6.984020560956531e-05,0.00019555257570678288,0.35714285714285715
국채선물/NNG;채권/NNG;금리/NNG;하락/NNG,10,7,17,0.00013968041121913062,9.777628785339144e-05,1.4285714285714286
물가/NNG;상승률/NNG;높/VA,17,4,21,0.00023745669907252208,5.5872164487652255e-05,4.25
기업/NNG;실적/NNG;개선/NNG,50,74,124,0.0006984020560956532,0.0010336350430215668,0.6756756756756757
거품/NNG;우려/NNG,5,17,22,6.984020560956531e-05,0.00023745669907252208,0.2941176470588235
금리/NNG;경기/NNG;부양/NNG,14,19,33,0.00019555257570678288,0.0002653927813163482,0.7368421052631579
금리/NNG;부담/NNG;낮/VV,14,8,22,0.00019555257570678288,0.00011174432897530451,1.7499999999999998
수신/NNG;금리/NNG;인상/NNG,31,7,38,0.00043300927477930493,9.777628785339144e-05,4.428571428571429
물가/NNG;상승/NNG;우려/NNG,26,14,40,0.00036316906916973964,0.00019555257570678288,1.8571428571428572
최대/NNG;금리/NNG;인하/NNG,9,21,30,0.00012571237009721757,0.0002933288635601743,0.4285714285714286
인플레이션/NNG;낮/VV,19,2,21,0.0002653927813163482,2.7936082243826127e-05,9.5
비용/NNG;늘/VV,12,8,20,0.00016761649346295676,0.00011174432897530451,1.5
비용/NNG;감소/NNG,5,12,17,6.984020560956531e-05,0.00016761649346295676,0.41666666666666663
여력/NNG;제한적/VAX,11,5,16,0.00015364845234104368,6.984020560956531e-05,2.1999999999999997
위험/NNG;선호/NNG;살/VV,23,9,32,0.00032126494580400047,0.00012571237009721757,2.555555555555556
경제/NNG;지표/NNG;실망/NNG,10,16,26,0.00013968041121913062,0.00022348865795060902,0.6249999999999999
은행/NNG;대출/NNG;금리/NNG;인하/NNG,12,16,28,0.00016761649346295676,0.00022348865795060902,0.75
fed/NNG;인플레이션/NNG;억제/NNG,30,1,31,0.00041904123365739187,1.3968041121913064e-05,29.999999999999996
지표/NNG;혼조/NNG,9,12,21,0.00012571237009721757,0.00016761649346295676,0.75
부동산/NNG;경기/NNG;활성화/NNG,16,12,28,0.00022348865795060902,0.00016761649346295676,1.3333333333333333
자금/NNG;유출/NNG;우려/NNG,10,14,24,0.00013968041121913062,0.00019555257570678288,0.7142857142857143
하락/NNG;전환/NNG,237,165,402,0.0033104257458933957,0.002304726785115655,1.4363636363636363
fed/NNG;금리/NNG;인상/NNG;지지/NNG,19,4,23,0.0002653927813163482,5.5872164487652255e-05,4.75
재무/NNG;건전성/NNG;강화/NNG,12,5,17,0.00016761649346295676,6.984020560956531e-05,2.4000000000000004
실적/NNG;충족/NNG,18,8,26,0.00025142474019443513,0.00011174432897530451,2.25
fed/NNG;이르/VV;금리/NNG;인상/NNG,6,15,21,8.380824673147838e-05,0.00020952061682869594,0.4
대출/NNG;한도/NNG;축소/NNG,13,6,19,0.00018158453458486982,8.380824673147838e-05,2.1666666666666665
가격/NNG;지정학/NNG;위험/NNG,12,4,16,0.00016761649346295676,5.5872164487652255e-05,3.0
재정위기/NNG;확산/NNG,13,7,20,0.00018158453458486982,9.777628785339144e-05,1.8571428571428572
지정학/NNG;불안정/NNG;상승/NNG,10,7,17,0.00013968041121913062,9.777628785339144e-05,1.4285714285714286
국제/NNG;금융시장/NNG;불안/NNG,24,48,72,0.00033523298692591353,0.0006704659738518271,0.5
금리/NNG;밑돌/VV,15,31,46,0.00020952061682869594,0.00043300927477930493,0.4838709677419355
수요/NNG;급증/NNG,44,33,77,0.0006145938093641747,0.0004609453570231311,1.3333333333333333
수요/NNG;위축/NNG,14,8,22,0.00019555257570678288,0.00011174432897530451,1.7499999999999998
판매/NNG;호조/NNG,21,10,31,0.0002933288635601743,0.00013968041121913062,2.1
fed/NNG;통화/NNG;긴축/NNG,61,24,85,0.0008520505084366969,0.00033523298692591353,2.5416666666666665
글로벌/NNG;금융위기/NNG;최저/NNG,9,17,26,0.00012571237009721757,0.00023745669907252208,0.5294117647058824
fed/NNG;긴축/NNG;우려/NNG,111,23,134,0.00155045256453235,0.00032126494580400047,4.826086956521739
금리/NNG;부담/NNG;덜/VV,12,7,19,0.00016761649346295676,9.777628785339144e-05,1.7142857142857144
대출/NNG;금리/NNG;넘/VV,13,5,18,0.00018158453458486982,6.984020560956531e-05,2.6
경기/NNG;활성화/NNG,13,39,52,0.00018158453458486982,0.0005447536037546095,0.3333333333333333
수요/NNG;크/VV,6,12,18,8.380824673147838e-05,0.00016761649346295676,0.5
이자비용/NNG;줄/VV,8,12,20,0.00011174432897530451,0.00016761649346295676,0.6666666666666666
국채시장/NNG;안정/NNG,9,13,22,0.00012571237009721757,0.00018158453458486982,0.6923076923076923
금리/NNG;인하/NNG;기대/NNG;상승/NNG,13,19,32,0.00018158453458486982,0.0002653927813163482,0.6842105263157895
중견/NNG;기업/NNG;성장/NNG,5,15,20,6.984020560956531e-05,0.00020952061682869594,0.3333333333333333
경제/NNG;지표/NNG;호전/NNG,17,9,26,0.00023745669907252208,0.00012571237009721757,1.8888888888888888
인플레이션/NNG;우려/NNG;크/VV,25,13,38,0.0003492010280478266,0.00018158453458486982,1.9230769230769231
성장동력/NNG;확보/NNG,11,8,19,0.00015364845234104368,0.00011174432897530451,1.3749999999999998
경제/NNG;성장률/NNG;전망/NNG;하향/NNG,40,65,105,0.0005587216448765225,0.0009079226729243491,0.6153846153846154
유가/NNG;강세/NNG,19,8,27,0.0002653927813163482,0.00011174432897530451,2.375
경제/NNG;불확실성/NNG;크/VV,10,23,33,0.00013968041121913062,0.00032126494580400047,0.4347826086956521
디플레이션/NNG;우려/NNG,30,67,97,0.00041904123365739187,0.0009358587551681752,0.44776119402985076
인상/NNG;우려/NNG,12,8,20,0.00016761649346295676,0.00011174432897530451,1.5
재정/NNG;확대/NNG,25,49,74,0.0003492010280478266,0.0006844340149737401,0.5102040816326531
자금/NNG;조달/NNG;여건/NNG;악화/NNG,11,6,17,0.00015364845234104368,8.380824673147838e-05,1.833333333333333
물가/NNG;상승/NNG;억제/NNG,17,9,26,0.00023745669907252208,0.00012571237009721757,1.8888888888888888
금리/NNG;상승/NNG;제한/NNG,16,7,23,0.00022348865795060902,9.777628785339144e-05,2.285714285714286
인플레이션/NNG;위협/NNG,15,2,17,0.00020952061682869594,2.7936082243826127e-05,7.499999999999999
가격/NNG;낮/VV,20,9,29,0.00027936082243826125,0.00012571237009721757,2.2222222222222223
연방정부/NNG;폐쇄/NNG;우려/NNG,1,23,24,1.3968041121913064e-05,0.00032126494580400047,0.043478260869565216
테이퍼링/NNG;양적완화/NNG;축소/NNG,13,31,44,0.00018158453458486982,0.00043300927477930493,0.41935483870967744
부양책/NNG;기대/NNG;상승/NNG,16,23,39,0.00022348865795060902,0.00032126494580400047,0.6956521739130435
의구심/NNG;여지/NNG;없/VA,10,14,24,0.00013968041121913062,0.00019555257570678288,0.7142857142857143
금리/NNG;인상/NNG;우려/NNG;크/VV,22,10,32,0.00030729690468208736,0.00013968041121913062,2.1999999999999997
낙관론/NNG;경계/NNG,8,12,20,0.00011174432897530451,0.00016761649346295676,0.6666666666666666
실업/NNG;해소/NNG,9,13,22,0.00012571237009721757,0.00018158453458486982,0.6923076923076923
은행/NNG;대출/NNG;어렵/VA,5,14,19,6.984020560956531e-05,0.00019555257570678288,0.35714285714285715
세계/NNG;금리/NNG;인상/NNG,22,7,29,0.00030729690468208736,9.777628785339144e-05,3.142857142857143
거시/NNG;금융안정/NNG,8,14,22,0.00011174432897530451,0.00019555257570678288,0.5714285714285715
미/NNG;경제/NNG;지표/NNG;혼조/NNG,11,5,16,0.00015364845234104368,6.984020560956531e-05,2.1999999999999997
국채입찰/NNG;호조/NNG,18,5,23,0.00025142474019443513,6.984020560956531e-05,3.6
채권/NNG;확충/NNG,8,15,23,0.00011174432897530451,0.00020952061682869594,0.5333333333333334
지표/NNG;금리/NNG;하락/NNG,13,17,30,0.00018158453458486982,0.00023745669907252208,0.7647058823529411
세계/NNG;경제/NNG;우려/NNG,8,11,19,0.00011174432897530451,0.00015364845234104368,0.7272727272727274
